MEAN_RR,MEDIAN_RR,SDRR,RMSSD,SDSD,SDRR_RMSSD,HR,pNN25,pNN50,SD1,SD2,KURT,SKEW,MEAN_REL_RR,MEDIAN_REL_RR,SDRR_REL_RR,RMSSD_REL_RR,SDSD_REL_RR,SDRR_RMSSD_REL_RR,KURT_REL_RR,SKEW_REL_RR,VLF,VLF_PCT,LF,LF_PCT,LF_NU,HF,HF_PCT,HF_NU,TP,LF_HF,HF_LF,sampen,higuci,datasetId,condition
763.5050137,764.124515,39.3005385,9.730887805,9.730880455,4.038741303,78.7972939,1.066666667,0,6.883067826,55.1515007,-0.046272433,-0.238922675,8.30E-06,6.64E-05,0.012835951,0.008076655,0.008076655,1.589265687,-0.046272433,-0.238922675,413.5201,57.0885545,274.6377974,37.91514576,88.35672003,36.19062325,4.996299739,11.64327997,724.3485207,7.588645146,0.131775828,2.191021044,1.299697083,2,stressed
765.5017695,702.696175,183.6816998,10.34519631,10.34475525,17.7552648,81.95181429,2.733333333,0.2,7.317287715,259.6620708,1.540794695,1.574195129,-0.000164798,-1.46E-05,0.013208044,0.006422174,0.006422173,2.056631068,1.540794695,1.574195129,2508.681377,82.28067563,518.0106556,16.98990837,95.88349994,22.23939358,0.729415998,4.116500057,3048.931427,23.29248114,0.042932309,1.397286284,1.120767965,2,no stress
701.9301962,711.778975,72.0924674,17.9106543,17.91056551,4.025116347,86.53891558,9.333333333,2,12.66890882,101.1639583,1.735068113,-1.02978904,-9.31E-05,-0.000551299,0.027836329,0.018709927,0.018709885,1.487783938,1.735068113,-1.02978904,988.473944,50.33756282,777.112395,39.57407703,79.68613561,198.1041707,10.08836014,20.31386439,1963.69051,3.922746262,0.254923447,2.016064469,1.301163993,2,no stress
723.1353148,719.97324,50.93185287,9.372076894,9.372069137,5.434425416,83.39026322,1.466666667,0,6.629265238,71.72280053,-0.289257856,-0.040661137,-1.79E-05,0.000565335,0.013039712,0.006866798,0.006866792,1.898951016,-0.289257856,-0.040661137,1050.806565,71.84310788,384.6454329,26.29801168,93.39813345,27.18874268,1.858880443,6.601866551,1462.640741,14.14723135,0.070685209,2.183870512,1.166005129,2,no stress
925.3529974,935.21921,78.75086709,10.88810918,10.88791932,7.232740396,65.33952936,3.133333333,0.2,7.701490889,111.1039386,-0.346271508,-0.497967249,-6.31E-05,-0.000751744,0.01223499,0.00597474,0.005974697,2.047786365,-0.346271508,-0.497967249,640.9221803,53.91822964,541.0085478,45.51289379,98.76550626,6.762195534,0.56887657,1.23449374,1188.692924,80.00486604,0.01249924,2.131841683,1.192280915,2,stressed
868.1768118,854.025965,98.63218675,12.35568278,12.35562182,7.982738669,69.94884837,5.4,0.133333333,8.739659626,139.212912,0.882110006,0.892735973,-4.67E-05,6.14E-05,0.01390018,0.005747072,0.005747071,2.418654109,0.882110006,0.892735973,2236.470058,77.66318278,635.4943741,22.06804225,98.79671769,7.739924525,0.26877497,1.20328231,2879.704357,82.10601693,0.012179375,2.041929408,1.133709961,2,no stress
946.9354882,952.708665,79.15691435,11.73749759,11.7374939,6.743934452,63.82705855,3.933333333,0.133333333,8.302431313,111.6364807,-0.344069192,-0.354324388,2.02E-05,0.000127625,0.012724637,0.004601251,0.004601251,2.765473657,-0.344069192,-0.354324388,1843.040976,76.95945208,548.709177,22.91232705,99.44349904,3.070660099,0.128220871,0.556500961,2394.820813,178.6942088,0.005596152,2.196693698,1.106547,2,stressed
1149.120679,1237.8512,384.8073531,18.49647158,18.49331586,20.80436538,62.49339847,14.66666667,2.733333333,13.08111306,544.0425373,-0.493784265,-0.550963733,0.000236269,0.000765766,0.024912819,0.015616868,0.015616865,1.595250711,-0.493784265,-0.550963733,8158.733153,93.24328286,546.5450398,6.246270442,92.44534455,44.66379007,0.5104467,7.554655447,8749.941983,12.23687105,0.081720237,1.936392764,1.079761527,2,stressed
759.1577948,755.7202,81.69461574,23.22733937,23.22733705,3.517174931,79.95590844,30.6,2,16.42968867,114.3594588,-0.724748771,0.175510601,5.55E-06,-0.001382974,0.030909165,0.01625187,0.016251841,1.901883595,-0.724748771,0.175510601,890.4978472,24.0598259,2701.032815,72.97758157,96.09878096,109.6509294,2.962592531,3.901219041,3701.181592,24.63301341,0.040595926,2.224776109,1.205412646,2,stressed
835.6487084,835.149555,62.41168034,14.60705081,14.60695623,4.272709198,72.2089052,7.866666667,0.133333333,10.33212472,87.65661917,-0.18177132,-0.048725125,6.71E-05,-0.0016959,0.017633464,0.007796925,0.007796909,2.261592227,-0.18177132,-0.048725125,847.5439444,42.15090226,1149.610276,57.17356687,98.8322534,13.58315168,0.675530871,1.167746598,2010.737372,84.6350172,0.01181544,2.201964278,1.148994624,2,stressed
785.2635679,790.92918,85.53857924,14.60130071,14.6010748,5.858284885,77.3565257,6.8,0.8,10.32796453,120.5281304,-0.412857703,-0.134914112,-8.85E-05,-9.22E-06,0.018680176,0.009077035,0.009077033,2.057960181,-0.412857703,-0.134914112,1926.187778,64.56581217,1027.700167,34.44850845,97.21828144,29.40571035,0.985679378,2.781718556,2983.293655,34.94899987,0.028613122,2.196973775,1.134936819,2,stressed
926.1018089,935.675525,78.18573069,10.85276027,10.85214117,7.204225351,65.27931171,3.133333333,0.2,7.676183472,110.3045474,-0.288293218,-0.51379287,-0.000139693,-0.000855903,0.01219128,0.00594026,0.005940258,2.052314124,-0.288293218,-0.51379287,602.9445092,54.30256427,500.8240982,45.10536603,98.70436997,6.574002139,0.592069698,1.295630026,1110.34261,76.18252742,0.013126369,2.129549719,1.187785153,2,stressed
1002.040278,925.67748,231.4753111,16.52148222,16.51976424,14.01056564,62.98324281,10.66666667,1.866666667,11.68513561,327.1469041,-0.763797797,0.572543928,-0.000270378,-0.00039307,0.017477964,0.008330802,0.008330802,2.097992928,-0.763797797,0.572543928,5132.249849,85.27854789,868.0054073,14.42296125,97.97240881,17.96383427,0.298490866,2.027591188,6018.21909,48.31960673,0.020695533,1.991105714,1.103261636,2,stressed
1000.805553,1001.48335,202.462096,16.28163027,16.2809518,12.43500145,63.65854904,10.8,1.133333333,11.51621336,286.0929525,2.350215901,-0.031960771,-0.000140278,0.000998754,0.021778399,0.00966989,0.009669887,2.252186725,2.350215901,-0.031960771,5603.316215,85.29831898,955.2037241,14.540902,98.90639018,10.5617056,0.160779028,1.093609823,6569.081645,90.44029061,0.011057019,1.936078276,1.097669498,2,stressed
774.6707729,777.94054,44.31742344,9.096836291,9.096821224,4.871740243,77.71338164,0.933333333,0,6.434570621,62.34311783,0.075009116,-0.350499029,2.29E-05,-2.53E-05,0.011967097,0.007503179,0.007503171,1.594937002,0.075009116,-0.350499029,564.0144909,66.95501526,244.8333303,29.06453581,87.95445374,33.53043629,3.980448924,12.04554626,842.3782575,7.30182358,0.13695209,2.171724598,1.282685133,2,stressed
