MEAN_RR,MEDIAN_RR,SDRR,RMSSD,SDSD,SDRR_RMSSD,HR,pNN25,pNN50,SD1,SD2,KURT,SKEW,MEAN_REL_RR,MEDIAN_REL_RR,SDRR_REL_RR,RMSSD_REL_RR,SDSD_REL_RR,SDRR_RMSSD_REL_RR,KURT_REL_RR,SKEW_REL_RR,VLF,VLF_PCT,LF,LF_PCT,LF_NU,HF,HF_PCT,HF_NU,TP,LF_HF,HF_LF,sampen,higuci,datasetId,condition
763.5050137,764.124515,39.3005385,9.730887805,9.730880455,4.038741303,78.7972939,1.066666667,0,6.883067826,55.1515007,-0.046272433,-0.238922675,8.30E-06,6.64E-05,0.012835951,0.008076655,0.008076655,1.589265687,-0.046272433,-0.238922675,413.5201,57.0885545,274.6377974,37.91514576,88.35672003,36.19062325,4.996299739,11.64327997,724.3485207,7.588645146,0.131775828,2.191021044,1.299697083,2,stressed
765.5017695,702.696175,183.6816998,10.34519631,10.34475525,17.7552648,81.95181429,2.733333333,0.2,7.317287715,259.6620708,1.540794695,1.574195129,-0.000164798,-1.46E-05,0.013208044,0.006422174,0.006422173,2.056631068,1.540794695,1.574195129,2508.681377,82.28067563,518.0106556,16.98990837,95.88349994,22.23939358,0.729415998,4.116500057,3048.931427,23.29248114,0.042932309,1.397286284,1.120767965,2,no stress
701.9301962,711.778975,72.0924674,17.9106543,17.91056551,4.025116347,86.53891558,9.333333333,2,12.66890882,101.1639583,1.735068113,-1.02978904,-9.31E-05,-0.000551299,0.027836329,0.018709927,0.018709885,1.487783938,1.735068113,-1.02978904,988.473944,50.33756282,777.112395,39.57407703,79.68613561,198.1041707,10.08836014,20.31386439,1963.69051,3.922746262,0.254923447,2.016064469,1.301163993,2,no stress
723.1353148,719.97324,50.93185287,9.372076894,9.372069137,5.434425416,83.39026322,1.466666667,0,6.629265238,71.72280053,-0.289257856,-0.040661137,-1.79E-05,0.000565335,0.013039712,0.006866798,0.006866792,1.898951016,-0.289257856,-0.040661137,1050.806565,71.84310788,384.6454329,26.29801168,93.39813345,27.18874268,1.858880443,6.601866551,1462.640741,14.14723135,0.070685209,2.183870512,1.166005129,2,no stress
925.3529974,935.21921,78.75086709,10.88810918,10.88791932,7.232740396,65.33952936,3.133333333,0.2,7.701490889,111.1039386,-0.346271508,-0.497967249,-6.31E-05,-0.000751744,0.01223499,0.00597474,0.005974697,2.047786365,-0.346271508,-0.497967249,640.9221803,53.91822964,541.0085478,45.51289379,98.76550626,6.762195534,0.56887657,1.23449374,1188.692924,80.00486604,0.01249924,2.131841683,1.192280915,2,stressed
868.1768118,854.025965,98.63218675,12.35568278,12.35562182,7.982738669,69.94884837,5.4,0.133333333,8.739659626,139.212912,0.882110006,0.892735973,-4.67E-05,6.14E-05,0.01390018,0.005747072,0.005747071,2.418654109,0.882110006,0.892735973,2236.470058,77.66318278,635.4943741,22.06804225,98.79671769,7.739924525,0.26877497,1.20328231,2879.704357,82.10601693,0.012179375,2.041929408,1.133709961,2,no stress
888.6505665,885.126455,68.20997162,12.23694666,12.23679896,5.574100591,67.91797293,4.466666667,0,8.655611136,96.07435065,-0.513159786,0.113045311,-7.83E-05,-0.000131913,0.013862746,0.00488314,0.004883093,2.83889987,-0.513159786,0.113045311,1804.085599,73.38898353,648.839755,26.39436294,99.18585024,5.325888029,0.216653527,0.814149763,2458.251242,121.8275246,0.008208326,2.212882211,1.075772804,2,no stress
860.1382596,862.82964,68.73993954,16.70410554,16.70408237,4.115152373,70.23683859,12.26666667,0.8,11.81551171,96.49223937,1.595242171,-0.542978224,1.21E-05,-0.000331495,0.019599504,0.010755617,0.010755581,1.822257513,1.595242171,-0.542978224,1111.721168,50.76324801,1040.952411,47.53181549,96.53726854,37.33831215,1.704936503,3.462731463,2190.011892,27.87893591,0.035869375,2.050257169,1.26781989,2,no stress
946.9354882,952.708665,79.15691435,11.73749759,11.7374939,6.743934452,63.82705855,3.933333333,0.133333333,8.302431313,111.6364807,-0.344069192,-0.354324388,2.02E-05,0.000127625,0.012724637,0.004601251,0.004601251,2.765473657,-0.344069192,-0.354324388,1843.040976,76.95945208,548.709177,22.91232705,99.44349904,3.070660099,0.128220871,0.556500961,2394.820813,178.6942088,0.005596152,2.196693698,1.106547,2,stressed
1149.120679,1237.8512,384.8073531,18.49647158,18.49331586,20.80436538,62.49339847,14.66666667,2.733333333,13.08111306,544.0425373,-0.493784265,-0.550963733,0.000236269,0.000765766,0.024912819,0.015616868,0.015616865,1.595250711,-0.493784265,-0.550963733,8158.733153,93.24328286,546.5450398,6.246270442,92.44534455,44.66379007,0.5104467,7.554655447,8749.941983,12.23687105,0.081720237,1.936392764,1.079761527,2,stressed
793.388279,794.4131,49.78209209,13.50779435,13.50668104,3.685434558,75.9240466,4.066666667,0.466666667,9.553853025,69.75125288,0.357551153,0.132577605,-0.000228649,-0.001779607,0.017085532,0.008767339,0.008767328,1.948770437,0.357551153,0.132577605,480.6138557,34.08164942,897.4971129,63.64398695,96.54972613,32.07270448,2.274363623,3.450273867,1410.183673,27.98320651,0.035735719,2.174905792,1.180502386,2,no stress
723.9557165,715.817065,68.92386387,22.5159367,22.51589749,3.061114658,83.62129652,27.93333333,2.4,15.92645705,96.16312176,-0.069014337,0.371323112,6.77E-05,-0.002858184,0.03123378,0.017617875,0.01761787,1.772846054,-0.069014337,0.371323112,859.4955314,26.48051781,2231.459722,68.74987334,93.51245587,154.8103222,4.769608851,6.487544129,3245.765576,14.41415334,0.069376257,2.170461184,1.236823318,2,no stress
759.1577948,755.7202,81.69461574,23.22733937,23.22733705,3.517174931,79.95590844,30.6,2,16.42968867,114.3594588,-0.724748771,0.175510601,5.55E-06,-0.001382974,0.030909165,0.01625187,0.016251841,1.901883595,-0.724748771,0.175510601,890.4978472,24.0598259,2701.032815,72.97758157,96.09878096,109.6509294,2.962592531,3.901219041,3701.181592,24.63301341,0.040595926,2.224776109,1.205412646,2,stressed
835.6487084,835.149555,62.41168034,14.60705081,14.60695623,4.272709198,72.2089052,7.866666667,0.133333333,10.33212472,87.65661917,-0.18177132,-0.048725125,6.71E-05,-0.0016959,0.017633464,0.007796925,0.007796909,2.261592227,-0.18177132,-0.048725125,847.5439444,42.15090226,1149.610276,57.17356687,98.8322534,13.58315168,0.675530871,1.167746598,2010.737372,84.6350172,0.01181544,2.201964278,1.148994624,2,stressed
796.2211579,796.70933,46.18187326,13.38941938,13.38941919,3.449131882,75.60870486,3.8,0.466666667,9.470908708,64.62068341,0.004241297,0.209096817,1.35E-05,-0.00217915,0.016892749,0.008784889,0.008784878,1.922932449,0.004241297,0.209096817,455.8126464,32.3528102,920.1058687,65.30755732,96.54141955,32.96264117,2.339632482,3.458580451,1408.881156,27.91359661,0.035824835,2.193251161,1.185085437,2,no stress
