MEAN_RR,MEDIAN_RR,SDRR,RMSSD,SDSD,SDRR_RMSSD,HR,pNN25,pNN50,SD1,SD2,KURT,SKEW,MEAN_REL_RR,MEDIAN_REL_RR,SDRR_REL_RR,RMSSD_REL_RR,SDSD_REL_RR,SDRR_RMSSD_REL_RR,KURT_REL_RR,SKEW_REL_RR,VLF,VLF_PCT,LF,LF_PCT,LF_NU,HF,HF_PCT,HF_NU,TP,LF_HF,HF_LF,sampen,higuci,datasetId,condition
885.1578446,853.76373,140.9727412,15.55450456,15.55337134,9.063145708,69.49995211,11.13333333,0.533333333,11.00156459,199.0617822,-0.856553797,0.335217989,-0.000202986,-0.000179223,0.017079949,0.00796884,0.007968837,2.143341925,-0.856553797,0.335217989,2661.894136,72.20328671,1009.249419,27.37566614,98.48526285,15.5226025,0.421047142,1.514737149,3686.666157,65.01805474,0.015380343,2.139754004,1.163485204,2,no stress
939.4253707,948.357865,81.31774203,12.96443946,12.96419467,6.272368526,64.36314993,5.6,0,9.170129223,114.6344585,-0.408189973,-0.15528643,-5.88E-05,0.000610755,0.013977517,0.004769092,0.00476905,2.930854801,-0.408189973,-0.15528643,2314.26545,76.97572807,690.1132748,22.95413941,99.69539743,2.108525418,0.070132525,0.304602574,3006.487251,327.2966353,0.003055332,2.174498785,1.08471059,2,stressed
898.1860468,907.00686,84.49723585,16.30527867,16.3052737,5.182201271,67.45006559,13.06666667,0.2,11.53341728,118.9392535,0.351789066,-0.656813149,-1.09E-05,-0.000262799,0.018538915,0.008715773,0.008715772,2.127053349,0.351789066,-0.656813149,1373.887112,51.15222526,1298.222619,48.33510357,98.95047182,13.76972944,0.512671162,1.049528181,2685.879461,94.28090982,0.010606601,2.135349707,1.17631483,2,stressed
881.7578645,893.46003,90.37053724,15.72046849,15.72006806,5.748590592,68.8095618,11.8,0.133333333,11.11947631,127.3185974,-0.504947496,-0.386138321,0.000111762,0.000493526,0.017761077,0.008659767,0.008659766,2.050987938,-0.504947496,-0.386138321,2410.357408,70.18030816,1005.981659,29.29030467,98.2247061,18.18191348,0.529387172,1.775293904,3434.52098,55.32870127,0.018073802,2.178340631,1.179688139,2,no stress
809.6253311,811.184865,62.76624216,19.21381887,19.21365745,3.266723944,74.56572752,20.2,0.2,13.59064147,87.71828073,-0.548408182,-0.154252489,-9.96E-05,-0.00273601,0.023715492,0.013055283,0.013055282,1.816543646,-0.548408182,-0.154252489,1151.17733,43.9183664,1421.782051,54.24216013,96.72000734,48.2158224,1.839473467,3.279992663,2621.175204,29.48787308,0.033912246,2.221120909,1.249611574,2,no stress
923.2838661,617.79416,517.5365438,9.965975715,9.933932544,51.93034366,81.34225389,1.2,0.6,7.026695251,731.8734684,-0.893858386,1.026302241,0.00074966,0.000209562,0.011060897,0.005986613,0.005986611,1.847605133,-0.893858386,1.026302241,3300.245844,95.31620424,151.1451487,4.365305661,93.20017106,11.02745997,0.318490099,6.799828937,3462.418453,13.70625231,0.072959404,0.582616332,1.128482736,2,no stress
973.252908,964.65002,82.40517932,10.64419642,10.64363796,7.741794311,62.095066,2,0,7.528700239,116.2950809,-0.44266969,0.102908375,-0.000123819,-0.000583162,0.010996749,0.004771569,0.004771515,2.304639865,-0.44266969,0.102908375,758.6746082,61.02207806,483.1144752,38.85809397,99.69257477,1.489795771,0.119827964,0.307425225,1243.278879,324.282351,0.003083732,2.161460851,1.158003629,2,no stress
715.9146819,679.499395,131.4771513,9.477726724,9.477716862,13.87222433,85.85770333,2.533333333,0.2,6.703994392,185.8158741,5.224736478,2.452996144,3.11E-05,3.78E-05,0.013206104,0.006842561,0.006842549,1.929994307,5.224736478,2.452996144,1458.810124,75.75866554,437.878087,22.73980622,93.80591757,28.91345272,1.501528237,6.194082425,1925.601664,15.14444128,0.066030828,1.110738888,1.146554874,2,no stress
814.2570213,827.52283,87.01445866,14.6322316,14.63127463,5.946766089,74.58885654,7.733333333,0.8,10.34932616,122.6210564,-0.455007899,-0.37195935,-0.00018672,0.000714178,0.01820405,0.008242212,0.008242207,2.208636605,-0.455007899,-0.37195935,2124.9184,67.4793203,1003.315816,31.86149139,97.97301803,20.75778727,0.659188313,2.026981967,3148.992003,48.33443002,0.020689186,2.174232755,1.122470737,2,stressed
959.694591,957.8956,54.90452863,12.01540008,12.01534331,4.569513145,62.72699758,3.266666667,0.2,8.498966087,77.18019243,0.413337931,-0.018134382,5.12E-05,2.00E-05,0.012648186,0.005718662,0.005718662,2.211738522,0.413337931,-0.018134382,1180.987047,69.23078511,522.3102814,30.61841445,99.50989835,2.572458989,0.150800431,0.490101653,1705.869787,203.0393035,0.004925155,2.171599745,1.176053551,2,no stress
848.6209148,851.57313,57.88633609,14.14265421,14.14254781,4.093031988,71.0401156,8.133333333,0,10.00362878,81.25012753,-0.399626536,-0.189780936,-7.93E-05,-2.59E-05,0.016842223,0.010350772,0.010350736,1.6271466,-0.399626536,-0.189780936,819.5109617,53.9582113,653.7106071,43.04159031,93.48374929,45.56665987,3.000198382,6.516250709,1518.788229,14.34624809,0.069704636,2.206018299,1.291188908,2,stressed
933.5856051,893.898605,130.0819031,16.35778155,16.35654556,7.952294917,65.44386987,11.53333333,1.066666667,11.56968406,183.5994157,-0.42743642,0.717703336,0.000183202,0.000150076,0.016976186,0.006836444,0.006836439,2.483189488,-0.42743642,0.717703336,2788.481156,71.37907352,1109.178958,28.39257716,99.20215959,8.92065054,0.228349318,0.797840414,3906.580764,124.3383487,0.008042571,2.022375836,1.119257216,2,no stress
708.8872922,699.62693,114.0183958,11.98799821,11.98792417,9.51104545,87.10376282,5,0.266666667,8.479571354,161.0232469,0.432425144,-0.085968171,-6.24E-05,0.000701995,0.017578026,0.009528056,0.009528019,1.844870093,0.432425144,-0.085968171,2480.842517,78.8488351,615.8265211,19.57286828,92.5380156,49.65837943,1.578296625,7.461984396,3146.327418,12.40126094,0.080636961,2.089419554,1.162478519,2,no stress
